,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
game,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Consequences.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/The rescue of the pluffles.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Thrown Away.txt,,,,,,,,,,,,,,,,,,,,,
dog,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/The rescue of the pluffles.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Thrown Away.txt,,,,,,,,,,,,,,,,,,,,,,
speckl,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/The rescue of the pluffles.txt,,,,,,,,,,,,,,,,,,,,,,,
conflict,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/The rescue of the pluffles.txt,,,,,,,,,,,,,,,,,,,,,,,
doctrin,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
tie,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/The other Man.txt,,,,,,,,,,,,,,,,,,,,,,
laplac,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
infantri,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
turf,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
practic,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/pig.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Consequences.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/False Dawn.txt,,,,,,,,,,,,,,,,,,,,
hurriedli,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
engin,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
villaini,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
mare',/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,
snatch,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
feu,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
vener,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
strongli,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
gradual,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
thresh,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
tragedi,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
canker,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
scriptur,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
text,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
arc,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
crash,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
er,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
sunken,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
womanli,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
stoni,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
wildest,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
miseri,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
lesser,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
laplace',/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
surpass,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
restless,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
joie,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
inject,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
shakespear,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
besought,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
creat,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
afresh,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
heartlessli,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
buxton',/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
larkyn',/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
tick,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
whist,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Thrown Away.txt,,,,,,,,,,,,,,,,,,,,,,
misunderstand,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
testament,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
chaplain,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Lispeth.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,
translat,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Consequences.txt,,,,,,,,,,,,,,,,,,,,,,
destruct,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
sapper,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
convert,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
jealousi,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
iniqu,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
palm,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
allud,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/The other Man.txt,,,,,,,,,,,,,,,,,,,,,,
packet,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Consequences.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Thrown Away.txt,,,,,,,,,,,,,,,,,,,,,
rambl,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,
branch,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Consequences.txt,,,,,,,,,,,,,,,,,,,,,,
upset,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
buttonhol,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
joan,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
accid,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
territ,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
proflig,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
substitut,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
previou,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/pig.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,
chain,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/False Dawn.txt,,,,,,,,,,,,,,,,,,,,,,
shed,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/The other Man.txt,,,,,,,,,,,,,,,,,,,,,,
waterburi,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
type,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/pig.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,
expir,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
guilt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
dramat,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
indiffer,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
babies',/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
moral,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,
revuls,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
ownership,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
ungodli,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
shelf,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
careless,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Consequences.txt,,,,,,,,,,,,,,,,,,,,,,
contain,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/pig.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,
o'clock,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Thrown Away.txt,,,,,,,,,,,,,,,,,,,,,,
upbring,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
moonlight,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/False Dawn.txt,,,,,,,,,,,,,,,,,,,,,,
gestur,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
unregener,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
horsey,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
cat,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
mission,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Lispeth.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,
hatr,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
major',/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Thrown Away.txt,,,,,,,,,,,,,,,,,,,,,,
alo,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
ferri,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
butt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
rancor,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
slid,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
centuri,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
waistcoat,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
haughtrey',/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
fervor,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
hop,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
thing',/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
unworthi,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
vessel,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
ditch,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
stuf,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
revel,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
soul',/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
chasten,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Thrown Away.txt,,,,,,,,,,,,,,,,,,,,,,
construct,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/pig.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,
platt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
tenet,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
bolt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Thrown Away.txt,,,,,,,,,,,,,,,,,,,,,,
buxton,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
platte',/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
kismet,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
induc,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Lispeth.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,
scabbard,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
bald,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
suspici,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
haughtrey,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
fantast,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
punish,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,
suspect,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Consequences.txt,,,,,,,,,,,,,,,,,,,,,,
flew,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
creed,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/To be held for reference.txt,,,,,,,,,,,,,,,,,,,,,,
wherebi,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/pig.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Lispeth.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,
larkyn,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
imput,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Watches of the night.txt,,,,,,,,,,,,,,,,,,,,,,,
hole,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/To be held for reference.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Thrown Away.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/The other Man.txt,,,,,,,,,,,,,,,,,,,,,
recoveri,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/The other Man.txt,,,,,,,,,,,,,,,,,,,,,,,
lack,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/The other Man.txt,,,,,,,,,,,,,,,,,,,,,,,
bournemouth,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/The other Man.txt,,,,,,,,,,,,,,,,,,,,,,,
maudlin,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/The other Man.txt,,,,,,,,,,,,,,,,,,,,,,,
pigeon,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/The other Man.txt,,,,,,,,,,,,,,,,,,,,,,,
terai,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/The other Man.txt,,,,,,,,,,,,,,,,,,,,,,,
loss,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Thrown Away.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/The other Man.txt,,,,,,,,,,,,,,,,,,,,,,
seventi,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/The other Man.txt,,,,,,,,,,,,,,,,,,,,,,,
consol,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/To be held for reference.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/The other Man.txt,,,,,,,,,,,,,,,,,,,,,,
heat,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/False Dawn.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/Thrown Away.txt,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/The other Man.txt,,,,,,,,,,,,,,,,,,,,,
cough,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/The other Man.txt,,,,,,,,,,,,,,,,,,,,,,,
apoplexi,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/The other Man.txt,,,,,,,,,,,,,,,,,,,,,,,
gaurey,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/The other Man.txt,,,,,,,,,,,,,,,,,,,,,,,
exposur,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/The other Man.txt,,,,,,,,,,,,,,,,,,,,,,,
schriederl,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/The other Man.txt,,,,,,,,,,,,,,,,,,,,,,,
schreiderling',/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/The other Man.txt,,,,,,,,,,,,,,,,,,,,,,,
schreiderl,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/The other Man.txt,,,,,,,,,,,,,,,,,,,,,,,
forlorn,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/The other Man.txt,,,,,,,,,,,,,,,,,,,,,,,
drip,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/The other Man.txt,,,,,,,,,,,,,,,,,,,,,,,
bachelordom,/Users/rohan/Desktop/6th sem/Information Retrieval/other/Docs/The other Man.txt,,,,,,,,,,,,,,,,,,,,,,,
